n_features,lambda,accuracy,f1,precision,recall,train_accuracy
4614,2818.5605292271257,0.7098001902949572,0.7077612335091309,0.7348721435987567,0.7069560863696245,0.8778544243577545
4743,6572.327371410372,0.7264509990485252,0.7264582386718108,0.7558047396869341,0.7239211225817289,0.8525214081826832
4905,22756.927224197425,0.7117031398667936,0.7121440248870654,0.748366362774918,0.7092984621148237,0.7929352997145576
4993,7404.098325990381,0.7274024738344433,0.7262010866097719,0.7540499783917766,0.7243353991147948,0.851569933396765
4983,11394.353826803046,0.725499524262607,0.7254828676423057,0.7568687425541086,0.7227343105817743,0.8318268315889629
1406,4057.9534461534013,0.6793529971455756,0.6797103047489962,0.7112370405560244,0.6774918451332985,0.7429828734538535
4994,1589.040729120628,0.708848715509039,0.7050139356917426,0.7320125115054034,0.7058148323853365,0.9075880114176974
4753,0.00030249006158769494,0.4862036156041865,0.47707266539702226,0.48899511569099924,0.482607768726536,0.9730019029495718
4878,20641.648292735954,0.7131303520456708,0.7140504977418619,0.7501819427610303,0.7109261845437376,0.799476688867745
4663,4742.28609765228,0.7207421503330161,0.7202060191285329,0.7479937118686069,0.718499475856156,0.8637012369172217
4833,9416.8189378684,0.7235965746907707,0.7239292117663936,0.7547187064501688,0.7209890962972085,0.8382492863939106
4809,6372.467856141812,0.7269267364414843,0.726395887844658,0.755051003443149,0.7241637332492613,0.8552568981921979
4760,6735.288356885836,0.7283539486203615,0.7282005216173592,0.7575242953287773,0.7257841265907377,0.851569933396765
4744,2755.7009103885894,0.7117031398667936,0.7102175898472709,0.7382618460573964,0.7091435862672019,0.8828496669838249
4557,6319.206288226962,0.719790675547098,0.7200135104264962,0.7475247008428508,0.7180020635160468,0.8471693625118935
4999,14514.847492170591,0.7235965746907707,0.7238528435326883,0.7570104541692456,0.7211080671284595,0.8185061845861085
4752,40260.65620813863,0.6917221693625119,0.6928100130406178,0.73409604617059,0.6895849534631533,0.7491674595623216
4902,5766.197790923558,0.730732635585157,0.7288032151741659,0.7560306810754296,0.7277323562930913,0.8626308277830638
